Title,Link,Description,Tags
"Early Intervention Centre for Children with Cerebral Palsy in SRTC, Chennai and Tiruchirapalli Districts",https://www.myscheme.gov.in/schemes/eicccpsrtcctd,"The ""Early Intervention Centre for Children with Cerebral Palsy in SRTC, Chennai and Tiruchirapalli Districts"" was launched by the Department for the Welfare of Differently Abled Persons, Tamil Nadu. Under this scheme, stimulation training is given to the children affected with cerebral palsy.","Differently Abled Person, Cerebral Palsy, Children, Infants"
Early Intervention Center for the Children with Intellectually Disabled,https://www.myscheme.gov.in/schemes/eiccid,"The ""Early Intervention Center for the Children with Intellectually Disabled"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu.","Disability, Young Children, Infant, Intellectual"
Economic Help To Tribal Girls For Higher Education (Class 11 & 12),https://www.myscheme.gov.in/schemes/ehftg,Rajasthan Government started a scholarship for tribal girls higher education (Class 11 & 12) In the year 2011.,"Financial Assistance, Educational Grant, Student, Higher Education"
Early Intervention Centre for the Visually Impaired,https://www.myscheme.gov.in/schemes/eicftvi,"The ""Early Intervention Centre for the Visually Impaired"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, visually impaired children are identified, assessed and prepared to join main stream education in 6 districts.","Differently Abled Person, Visually Impaired, Social Welfare, Education"
Education Assistance for the Construction Workers,https://www.myscheme.gov.in/schemes/edftcw,"The ""Education Assistance for the Construction Workers"" by the Delhi Building and Other Construction Workers Welfare Board, Labour Department, Delhi, is a welfare scheme that provides scholarship to the childrens of the construction worker of the board.","Labour, Scholarship, Students, Construction Workers, Financial Assistance, School, LLB, Polytechnic, ITI, Graduation, Distant Learning, Open Learning"
Early Intervention Centres for Children with Autism,https://www.myscheme.gov.in/schemes/eicca,"The ""Early Intervention Centres for Children with Autism"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, Early intervention programme emphasizes attending to social stimuli, imitation skills, language comprehension and usage.","Autism, Differently Abled Person, Skill, Social Welfare"
Education Loan Scheme - Delhi,https://www.myscheme.gov.in/schemes/els-delhi,"""Education Loan Scheme"" provides financial assistance to the SC/ST/OBC/PwD students for pursuing professional and technical education in India and abroad, with loan limits of ₹7,50,000/- and ₹15,00,000/- respectively. Delhi residents with an annual family income below ₹5,00,000/- are eligible.","Education, Loan, Student, College, Scheduled Caste, Scheduled Tribe, Minority, Disability, OBC"
Education Loan Scheme for Backward Classes Haryana,https://www.myscheme.gov.in/schemes/elsbch,"The scheme aims to provide education loans to members of the Backwards Classes for pursuing professional and technical education. Through this scheme, financial assistance in the form of education loans is provided to eligible Backwards Class students.","Pursing, Professional Degree, Technical Degree, Graduation"
Educational Allowances to the Children of Widows,https://www.myscheme.gov.in/schemes/eacw,"“Educational Allowances to the Children of Widows” by the Dept of Women & Child Development, Govt of Pondicherry, was introduced to provide financial assistance (₹25 to ₹125) for the education of poor widows' children up to higher secondary or equivalent.","Widow, Allowance, Student, Education, Financial Assistance"
Educational Assistance (ANBOCWWB),https://www.myscheme.gov.in/schemes/eaanbocwwb,This scheme provides educational assistance to the son or daughter of a registered construction worker who is studying in any class from Class I to Post Graduate Level/Professional Course.,"Educational Assistance, Scholarship, Student, Building Worker, Construction Worker, Labour"
Educational Assistance (Scheme for the Pre-Matric and Post-Matric Scholarship to Children of Construction Workers Registered with the MBOCWWB),https://www.myscheme.gov.in/schemes/easppsccwrmbocwwb,The scheme provides scholarships in the form of financial assistance to children of construction workers registered under the Board. These scholarships will be applicable for courses of study specified by the Board from time to time.,"Educational Assistance, Pre-Matric, Post-Matric, Scholarship, Building Worker, Construction Worker, Student, Labour"
Educational Assistance To Children Of Prisoners,https://www.myscheme.gov.in/schemes/eacp,"The scheme “Educational Assistance to Children of Prisoners” was launched by the Department of Social Justice, Government of Kerala.","Student, Prisoner, Scholarship, Education, BPL, Children"
Educational Assistance For Children Of Victims Of Crime,https://www.myscheme.gov.in/schemes/eacvc,"The scheme “Educational Assistance for Children of Victims of Crime” was launched by the Department of Social Justice, Government of Kerala.","Children, Victim, Education, Scholarship, Survivor, Dependent"
Financial Assistance To Disabled For Self Employment,https://www.myscheme.gov.in/schemes/fadse,"The objective of this scheme is to facilitate the self-employment of unemployed disabled persons. Under this scheme, financial assistance is provided to persons with disabilities for self-employment, small-scale business, and agro-based project. This scheme is 100% funded by Govt. of Maharashtra.","Persons With Disability, Social Welfare, Financial Assistance, Entrepreneurship, Business"
"Financial Assistance To Disabled Students Pursuing (10th, 11th, 12th Equivalent Exams)",https://www.myscheme.gov.in/schemes/fadsp1012e,"The scheme “Financial Assistance to Disabled Students Pursuing (10th, 11th, 12th Equivalent Exams)” was launched by the Department of Social Justice, Government of Kerala.","Financial Assistance, Student, Disabled, PwD, APL, BPL"
Financial Assistance To Ex-Convicts,https://www.myscheme.gov.in/schemes/fae-c,"The scheme “Financial Assistance to Ex-Convicts” was launched by the Department of Social Justice, Government of Kerala. This scheme is implemented by the Department of Social Justice to help those released from jail from poor economic conditions to find their livelihood.","Ex-Convict, Financial Assistance, Jail, BPL, Self-employment"
Financial Assistance To Inter-Caste Married Couples (Except SC/ST Category),https://www.myscheme.gov.in/schemes/faimcescstc,"The scheme “Financial Assistance to Inter-Caste Married Couples (Except SC/ST Category)” was launched by the Department of Social Justice, Government of Kerala.","Inter-Caste, Financial Assistance, Marriage, Legally Married, Couples"
Financial Assistance To Gad-Hanjis,https://www.myscheme.gov.in/schemes/fagh,"In the ""Financial Assistance to Gad-Hanjis"", financial assistance for the purchase of Nylon Twine is provided to the Licensed Fisherman by the Social Welfare Department. The beneficiary shall approach the concerned District Social Welfare Officer (DSWO) for submission of the application.","Fisherman, Financial Assistance, Social Welfare"
Financial Assistance To Institutions/Societies Belonging To Scheduled Castes/Backward Classes,https://www.myscheme.gov.in/schemes/faisbscbc,"The scheme “Financial Assistance to Institutions/Societies Belonging to Scheduled Castes/Backward Classes” was launched by the Department of Welfare of Scheduled Castes & Backward Classes, Government of Haryana.","Institution, Society, Financial Assistance, Scheduled Caste, Backward Class, Construction Of Building"
Financial Assistance To Kashmiri Migrants Families Scheme,https://www.myscheme.gov.in/schemes/fakmfs,"Through the “Financial Assistance To Kashmiri Migrants Families Scheme” by the Dept of Social Justice and Empowerment, Govt of Haryana, financial assistance of ₹1,250/- per month per family member is provided for five years to the Kashmiri families which have migrated from J&K to Haryana.","Kashmiri, Migrants, Financial Assistance, Jammu And Kashmir, Family"
Financial Assistance To Women And Girl Acid Attack Victims,https://www.myscheme.gov.in/schemes/fawgav,"The scheme “Financial Assistance to Women and Girls Acid Attack Victims” by the Govt. of Haryana, provides financial assistance in the form of a monthly pension to the women/girls residing in Haryana who have suffered disfigurement of any part of the body or have become disabled due to acid attack.","Acid Attack, Woman, Girl, Social Welfare, Victim, Financial Asisstance"
Financial Assistance To Visually Impaired Advocates,https://www.myscheme.gov.in/schemes/favia,"The scheme “Financial Assistance to visually impaired Advocates” was launched by the Department of Social Justice, Government of Kerala.","Advocate, Visually Impaired, Financial Assistance, Court, Blind"
Financial Assistance Under The National Fund For Persons With Disabilities,https://www.myscheme.gov.in/schemes/fanf-pwd,A scheme by DoEPwDs for providing financial assistance to the Persons with Disabilities (PwDs) in support of various livelihood activities. The objective of these guidelines is to provide a framework to support financial assistance under the Fund for relevant core areas  for empowerment of PwDs.,"Disability, PwD, Differently Abled, Empowerment, Financial Assistance"
Ex-Gratia Grant for Disability to Defence Forces Personnel,https://www.myscheme.gov.in/schemes/e-ggddfp,"Under the scheme, the ex-gratia grant will be given to those personnel of the Defence Forces hailing from Haryana who get disabled for life and are boarded out of service due to disability declared as in war/operation, in operational area, terrorist activities & natural calamities, etc.","Ex-Gratia, Grant, Disability, Defence Forces Personnel, PwD, Sainik"
Ex-Gratia Payment for Life-Threatening Injury Requiring Hospital Stay for Treatment,https://www.myscheme.gov.in/schemes/atltjrhuk,The scheme aims to provide financial assistance to individuals who sustain life-threatening injuries due to disasters and require hospitalization for treatment.,"Injury, Medical Treatment, Hospitalization, Disaster"
